1 10 -5 5 201
-10.0	-5247.0
-9.9	-5094.215000000001
-9.8	-4944.4400000000005
-9.700000000000001	-4797.645000000002
-9.600000000000001	-4653.800000000002
-9.500000000000002	-4512.875000000002
-9.400000000000002	-4374.840000000003
-9.300000000000002	-4239.665000000004
-9.200000000000003	-4107.320000000003
-9.100000000000003	-3977.775000000004
-9.000000000000004	-3851.0000000000045
-8.900000000000004	-3726.9650000000047
-8.800000000000004	-3605.6400000000053
-8.700000000000005	-3486.9950000000053
-8.600000000000005	-3371.0000000000055
-8.500000000000005	-3257.6250000000055
-8.400000000000006	-3146.840000000006
-8.300000000000006	-3038.6150000000066
-8.200000000000006	-2932.9200000000064
-8.100000000000007	-2829.7250000000067
-8.000000000000007	-2729.0000000000073
-7.9000000000000075	-2630.715000000007
-7.800000000000008	-2534.8400000000074
-7.700000000000008	-2441.3450000000075
-7.6000000000000085	-2350.200000000008
-7.500000000000009	-2261.3750000000077
-7.400000000000009	-2174.840000000008
-7.30000000000001	-2090.5650000000082
-7.20000000000001	-2008.520000000008
-7.10000000000001	-1928.675000000008
-7.000000000000011	-1851.0000000000082
-6.900000000000011	-1775.465000000008
-6.800000000000011	-1702.0400000000081
-6.700000000000012	-1630.6950000000081
-6.600000000000012	-1561.400000000008
-6.500000000000012	-1494.1250000000082
-6.400000000000013	-1428.8400000000083
-6.300000000000013	-1365.5150000000083
-6.2000000000000135	-1304.1200000000083
-6.100000000000014	-1244.625000000008
-6.000000000000014	-1187.0000000000082
-5.900000000000015	-1131.215000000008
-5.800000000000015	-1077.240000000008
-5.700000000000015	-1025.0450000000078
-5.600000000000016	-974.6000000000078
-5.500000000000016	-925.8750000000076
-5.400000000000016	-878.8400000000075
-5.300000000000017	-833.4650000000075
-5.200000000000017	-789.7200000000074
-5.100000000000017	-747.5750000000071
-5.000000000000018	-707.000000000007
-4.900000000000018	-667.9650000000069
-4.8000000000000185	-630.4400000000069
-4.700000000000019	-594.3950000000067
-4.600000000000019	-559.8000000000065
-4.5000000000000195	-526.6250000000064
-4.40000000000002	-494.84000000000617
-4.30000000000002	-464.41500000000605
-4.200000000000021	-435.3200000000059
-4.100000000000021	-407.5250000000057
-4.000000000000021	-381.0000000000055
-3.9000000000000212	-355.71500000000526
